"","ID","Regulator","ExamDate","BankName","City","State","AssetSize","ExamMethod","Rating","UnknownVariable","MeanRankingbyQuarterwithinCity","MeanRankingbyCity","GEOID","UATYPE","LAT","LON","ExamDate_d"
"8128",914648,2,"8/7/17","BANKFIRST FINANCIAL SVC","MACON","MS",944927,7,2,NA,2,1.666666667,52849,"C",33.114096,-88.556125,2017-08-07
"8129",57242,3,"11/5/08","MADISON COUNTY BANK","MADISON","MS",71450,2,2,NA,2,2,NA,"",32.553769,-90.138906,2008-11-05
"8130",21906,3,"2/1/93","BANK OF SIMPSON COUNTY","MAGEE","MS",77000,9,2,NA,2,1.777777778,53335,"C",31.875444,-89.730282,1993-02-01
"8131",21906,3,"5/1/02","CITIZENS STATE BANK","MAGEE","MS",234537,2,2,NA,2,1.777777778,53335,"C",31.875444,-89.730282,2002-05-01
"8132",21906,3,"12/1/10","PRIORITYONE  BANK","MAGEE","MS",499731,7,1,NA,1.333333333,1.777777778,53335,"C",31.875444,-89.730282,2010-12-01
"8133",8871,3,"2/1/95","OMNIBANK","MANTEE","MS",86268,9,3,NA,2.2,2.142857143,NA,"",33.731506,-89.05534,1995-02-01
"8134",8871,3,"1/1/93","OMNIBANK, MANTEE, MISSISSIPPI","MANTEE","MS",102000,9,2,NA,2,2.142857143,NA,"",33.731506,-89.05534,1993-01-01
"8135",9777,3,"9/1/03","CITIZENS BANK & TRUST CO.","MARKS","MS",109625,2,2,NA,2,2,54778,"C",34.208001,-90.284304,2003-09-01
"8136",5907,3,"9/1/17","FIRST BANK","MCCOMB","MS",502892,7,2,NA,2,1.9375,52471,"C",31.249583,-90.454095,2017-09-01
"8137",10594,3,"8/1/13","BANK OF FRANKLIN","MEADVILLE","MS",117536,2,2,NA,2,1.5,NA,"",31.469888,-90.891482,2013-08-01
"8138",9366,3,"7/1/15","PEOPLES BANK","MENDENHALL","MS",243010,2,2,NA,2,2,NA,"",31.907972,-89.813907,2015-07-01
"8139",5908,4,"4/15/91","HOME SAVINGS BANK, SSB","MERIDIAN","MS",79659,8,3,NA,2.142857143,2.090909091,56305,"C",32.390231,-88.699715,1991-04-15
"8140",7266,1,"2/18/94","CITIZENS NATIONAL BANK","MERIDIAN","MS",390351,9,2,NA,2,2.090909091,56305,"C",32.390231,-88.699715,1994-02-18
"8141",7266,1,"6/30/08","THE CITIZENS NATIONAL BANK OF MERIDIAN","MERIDIAN","MS",1158027,7,2,NA,2,2.090909091,56305,"C",32.390231,-88.699715,2008-06-30
"8142",8556,3,"4/1/15","BANK OF MORTON","MORTON","MS",66815,2,1,NA,1,1.666666667,59464,"C",32.351681,-89.655661,2015-04-01
"8143",947,4,"1/6/92","NATCHEZ FIRST FEDERAL SAVINGS BANK","NATCHEZ","MS",52810,8,2,NA,1.5,1.8125,61327,"C",31.559012,-91.404613,1992-01-06
"8144",21083,3,"6/1/13","UNITED MISSISSIPPI BANK","NATCHEZ","MS",282171,2,2,NA,2,1.8125,61327,"C",31.559012,-91.404613,2013-06-01
"8145",13722,1,"5/13/03","BRITTON & KOONTZ FIRST NATIONAL BANK","NATCHEZ","MS",326628,1,2,NA,2,1.8125,61327,"C",31.559012,-91.404613,2003-05-13
"8146",15519,1,"6/30/92","FIRST NATIONAL BANK OF NEW ALBANY","NEW ALBANY","MS",141731,9,2,NA,2,2,61651,"C",34.496911,-89.028819,1992-06-30
"8147",15519,1,"7/28/97","UNION PLANTERS BANK OF NE MISSISSIPPI, N.A.","NEW ALBANY","MS",271413,9,2,NA,2,2,61651,"C",34.496911,-89.028819,1997-07-28
"8148",19448,3,"3/1/06","BANK OF NEW ALBANY","NEW ALBANY","MS",323535,2,2,NA,2,2,61651,"C",34.496911,-89.028819,2006-03-01
"8149",19448,3,"9/1/12","BNA BANK","NEW ALBANY","MS",416235,7,2,NA,2,2,61651,"C",34.496911,-89.028819,2012-09-01
"8150",11424,3,"5/1/95","PERRY COUNTY BANK","NEW AUGUSTA","MS",32647,9,2,NA,2,2.333333333,NA,"",31.2024,-89.03477,1995-05-01
"8151",9367,3,"4/1/09","NEWTON COUNTY BANK","NEWTON","MS",153822,2,2,NA,2,2,63136,"C",32.321818,-89.159692,2009-04-01
"8152",12438,3,"5/1/13","PEOPLES BANK & TRUST COMPANY","NORTH CARROLLTON","MS",62130,2,2,NA,2,2,NA,"",33.51818,-89.92064,2013-05-01
"8153",5902,3,"4/1/19","BANK OF OKOLONA","OKOLONA","MS",192647,2,2,NA,2,2,NA,"",34.00178,-88.75533,2019-04-01
"8154",9865,1,"9/15/03","THE FIRST NATIONAL BANK OF OXFORD","OXFORD","MS",194303,2,2,NA,2,2,66565,"C",34.363825,-89.531308,2003-09-15
"8155",9865,1,"4/6/09","FIRST NATIONAL BANK OF OXFORD","OXFORD","MS",268570,2,2,NA,2,2,66565,"C",34.363825,-89.531308,2009-04-06
"8156",5957,4,"5/13/91","FIRST FS & LA","PASCAGOULA","MS",157589,8,2,NA,2,2,67807,"U",30.442112,-88.533992,1991-05-13
"8157",12203,3,"3/5/08","MERCHANTS & MARINE BANK","PASCAGOULA","MS",510659,7,2,NA,2,2,67807,"U",30.442112,-88.533992,2008-03-05
"8158",11816,3,"10/17/90","BANK OF PHILADELPHIA","PHILADELPHIA","MS",70000,9,2,NA,2,2,69049,"C",32.772573,-89.121918,1990-10-17
"8159",12204,3,"4/1/11","THE CITIZENS BANK OF PHILADELPHIA, MISSISSIPPI","PHILADELPHIA","MS",842333,7,2,NA,2,2,69049,"C",32.772573,-89.121918,2011-04-01
"8160",14592,1,"3/31/93","FIRST NATIONAL BANK","PICAYUNE","MS",64127,9,2,NA,1.333333333,1.5,69211,"C",30.534815,-89.677016,1993-03-31
"8161",14592,1,"3/1/10","FIRST NATIONAL BANK OF PICAYUNE","PICAYUNE","MS",210148,2,2,NA,2,1.5,69211,"C",30.534815,-89.677016,2010-03-01
"8162",9040,1,"1/3/94","FIRST NATIONAL BANK","PONTOTOC","MS",124337,9,2,NA,2,2,70696,"C",34.247566,-89.010674,1994-01-03
"8163",9040,1,"1/20/15","THE FIRST NATIONAL BANK OF PONTOTOC","PONTOTOC","MS",257000,2,2,NA,2,2,70696,"C",34.247566,-89.010674,2015-01-20
"8164",8234,3,"7/1/91","PORT GIBSON BANK","PORT GIBSON","MS",64000,9,2,NA,2,2,NA,"",31.916949,-90.975632,1991-07-01
"8165",8234,3,"6/1/13","RIVERHILLS BANK","PORT GIBSON","MS",280027,2,2,NA,2,2,NA,"",31.916949,-90.975632,2013-06-01
"8166",11421,3,"10/1/91","LAMAR COUNTY BANK","PURVIS","MS",107000,9,2,NA,2,2.2,NA,"",31.228126,-89.501513,1991-10-01
"8167",11421,3,"9/1/01","THE LAMAR BANK","PURVIS","MS",413610,1,3,NA,3,2.2,NA,"",31.228126,-89.501513,2001-09-01
"8168",8236,3,"2/1/93","SOUTHEAST MISSISSIPPI BANK","QUITMAN","MS",116000,9,2,NA,2,2,NA,"",32.013802,-88.663429,1993-02-01
"8169",11428,3,"2/1/93","THE BANK OF RALEIGH","RALEIGH","MS",39000,9,2,NA,2,2,NA,"",32.033656,-89.524458,1993-02-01
"8170",327,3,"5/1/12","MERCHANTS AND PLANTERS BANK","RAYMOND","MS",80396,2,2,NA,2,2,73554,"C",32.248267,-90.407204,2012-05-01
"8171",11817,3,"3/1/18","RICHTON BANK & TRUST COMPANY","RICHTON","MS",59194,2,2,NA,2,2,NA,"",31.318239,-88.993126,2018-03-01
"8172",15871,3,"3/1/11","THE PEOPLES BANK","RIPLEY","MS",356484,7,2,NA,2,2,75124,"C",34.734432,-88.949267,2011-03-01
"8173",15851,1,"12/31/95","FIRST NATIONAL BANK OF ROSEDALE","ROSEDALE","MS",32847,9,1,NA,1,1.25,NA,"",33.85344,-91.02789,1995-12-31
"8174",15851,1,"11/30/98","FIRST NATIONAL BANK","ROSEDALE","MS",38628,2,1,NA,1,1.25,NA,"",33.85344,-91.02789,1998-11-30
"8175",328,3,"4/1/92","BANK OF RULEVILLE","RULEVILLE","MS",1000,9,2,NA,2,1.666666667,76663,"C",33.729091,-90.54889,1992-04-01
"8176",328,3,"7/1/04","DELTA SOUTHERN BANK","RULEVILLE","MS",52087,2,1,NA,1,1.666666667,76663,"C",33.729091,-90.54889,2004-07-01
"8177",973140,2,"4/20/09","SOUTHERN BC BK","RULEVILLE","MS",168500,2,1,NA,1,1.666666667,76663,"C",33.729091,-90.54889,2009-04-20
"8178",10591,3,"9/1/92","BANK OF SARDIS","SARDIS","MS",29000,9,4,NA,4,4,NA,"",34.358883,-89.930441,1992-09-01
"8179",11422,3,"2/1/97","PEOPLES BANK","SENATOBIA","MS",109486,2,2,NA,2,1.923076923,80659,"C",34.617892,-89.977968,1997-02-01
"8180",11423,3,"1/1/12","SYCAMORE BANK","SENATOBIA","MS",178908,2,2,NA,2,1.923076923,80659,"C",34.617892,-89.977968,2012-01-01
"8181",15806,3,"8/1/08","THE BANK OF BOLIVAR COUNTY","SHELBY","MS",17580,2,2,NA,2,2.125,NA,"",33.957757,-90.74504,2008-08-01
"8182",7598,4,"10/15/90","MERCANTILE SAVINGS BANK","SOUTHAVEN","MS",38263,8,4,NA,3,2.5,NA,"",34.956633,-89.99624,1990-10-15
"8183",34688,3,"10/1/04","COMMUNITY BANK, DESOTO COUNTY","SOUTHAVEN","MS",162505,1,2,NA,2,2.5,NA,"",34.956633,-89.99624,2004-10-01
"8184",2598,4,"6/22/92","FIRST FEDERAL BANK FOR SAVINGS","STARKVILLE","MS",24020,8,2,NA,1.6,1.75,84466,"C",33.454952,-88.812822,1992-06-22
"8185",3656,1,"2/25/02","NATIONAL BANK OF COMMERCE","STARKVILLE","MS",1027768,1,2,NA,2,1.75,84466,"C",33.454952,-88.812822,2002-02-25
"8186",3656,1,"5/14/07","CADENCE BANK, N.A.","STARKVILLE","MS",1945134,1,2,NA,2,1.75,84466,"C",33.454952,-88.812822,2007-05-14
"8187",3656,1,"1/4/11","CADENCE BANK, NATIONAL ASSOCIATION","STARKVILLE","MS",3847108,1,2,NA,2,1.75,84466,"C",33.454952,-88.812822,2011-01-04
"8188",10585,3,"11/1/94","SMITH COUNTY BANK","TAYLORSVILLE","MS",88000,9,2,NA,2,1.666666667,NA,"",31.82958,-89.403302,1994-11-01
"8189",8557,3,"7/1/97","PLANTERS BANK","TUNICA","MS",84599,2,2,NA,2,2.2,88975,"C",34.693651,-90.377547,1997-07-01
"8190",2217,4,"9/28/92","COMMUNITY FEDERAL BANK","TUPELO","MS",140076,8,2,NA,1.933333333,2,89029,"C",34.247818,-88.730388,1992-09-28
"8191",11813,3,"8/1/07","BANCORPSOUTH BANK","TUPELO","MS",12106740,1,2,NA,2.2,2,89029,"C",34.247818,-88.730388,2007-08-01
"8192",21715,3,"5/1/99","WALTHALL CITIZENS BANK","TYLERTOWN","MS",71284,2,2,NA,2,2,NA,"",31.175558,-90.090824,1999-05-01
"8193",3430,1,"1/9/92","MERCHANTS NATIONAL BANK","VICKSBURG","MS",171503,9,2,NA,2,2,90487,"C",32.330889,-90.856628,1992-01-09
"8194",921637,2,"3/24/97","MERCHANTS BK","VICKSBURG","MS",205986,2,1,NA,1,2,90487,"C",32.330889,-90.856628,1997-03-24
"8195",3258,1,"11/3/93","FIRST NATIONAL BANK OF VICKSBURG","VICKSBURG","MS",276652,9,3,NA,3,2,90487,"C",32.330889,-90.856628,1993-11-03
"8196",15791,3,"9/1/91","THE BANK OF WALNUT","WALNUT","MS",12000,9,4,NA,4,4,NA,"",34.89462,-88.885227,1991-09-01
"8197",8558,3,"9/1/12","BANK OF WALNUT GROVE","WALNUT GROVE","MS",49368,2,2,NA,2,1.833333333,NA,"",32.62897,-89.406315,2012-09-01
"8198",12206,3,"9/1/91","THE MECHANICS SAVINGS BANK, WATER VALLEY, MISSISSIPPI","WATER VALLEY","MS",51000,9,2,NA,2,2,92755,"C",34.152497,-89.632257,1991-09-01
"8199",12206,3,"1/7/08","MECHANICS BANK","WATER VALLEY","MS",190138,2,2,NA,2,2,92755,"C",34.152497,-89.632257,2008-01-07
"8200",15663,3,"4/1/16","FIRST STATE BANK","WAYNESBORO","MS",767744,7,2,NA,1.5,1.888888889,93295,"C",31.674511,-88.640873,2016-04-01
"8201",8874,3,"12/1/95","BANK OF WEBB","WEBB","MS",7192,9,2,NA,2,2.666666667,NA,"",33.94734,-90.34426,1995-12-01
"8202",2891,1,"5/23/94","FIRST NATIONAL BANK OF WEST POINT","WEST POINT","MS",65678,9,2,NA,2,2,94402,"C",33.608389,-88.648618,1994-05-23
"8203",8250,3,"2/5/08","BANK OF WIGGINS","WIGGINS","MS",171074,2,2,NA,1.666666667,1.636363636,95185,"C",30.849983,-89.140346,2008-02-05
"8204",7550,4,"10/29/90","CENTRAL BANK FOR SAVINGS","WINONA","MS",16616,8,2,NA,2,2,96589,"C",33.484332,-89.733266,1990-10-29
"8205",12207,3,"5/5/08","BANK OF WINONA","WINONA","MS",94007,2,2,NA,2,2,96589,"C",33.484332,-89.733266,2008-05-05
"8206",7605,4,"8/24/92","WILKINSON COUNTY SAVINGS BANK","WOODVILLE","MS",21558,8,2,NA,2,2,NA,"",31.175443,-91.324666,1992-08-24
"8207",8554,3,"8/1/02","THE COMMERCIAL BANK","WOODVILLE","MS",66142,2,2,NA,2,2,NA,"",31.175443,-91.324666,2002-08-01
"8208",11431,3,"11/1/09","BANK OF YAZOO CITY","YAZOO CITY","MS",219257,2,2,NA,2,1.714285714,97588,"C",32.862333,-90.419048,2009-11-01
"8209",15091,1,"4/19/96","UNITED BANK OF ABSAROKEE, N.A.","ABSAROKEE","MT",19114,9,2,NA,2,2,NA,"",45.515571,-109.455156,1996-04-19
"8210",15091,1,"8/10/98","UNITED BANK, N.A.","ABSAROKEE","MT",29523,2,2,NA,2,2,NA,"",45.515571,-109.455156,1998-08-10
"8211",15091,1,"11/3/08","UNITED BANKS, N.A.","ABSAROKEE","MT",69020,2,2,NA,2,2,NA,"",45.515571,-109.455156,2008-11-03
"8212",19801,3,"11/10/90","FIRST SECURITY BANK OF ANACONDA","ANACONDA","MT",34000,9,2,NA,2,2,NA,"",46.15821,-113.009421,1990-11-10
"8213",227254,2,"6/23/97","CHEYENNE WESTERN BK","ASHLAND","MT",6721,2,2,NA,2,2,NA,"",45.605673,-106.278272,1997-06-23
"8214",352,3,"9/1/16","THE BANK OF BAKER","BAKER","MT",155255,2,2,NA,2,1.75,NA,"",46.351496,-104.273377,2016-09-01
"8215",15276,3,"7/1/96","VALLEY BANK OF BELGRADE","BELGRADE","MT",30220,2,2,NA,2,2,6382,"C",45.7825,-111.185972,1996-07-01
"8216",223751,2,"8/29/11","BELT VALLEY BK","BELT","MT",64051,2,2,NA,2,2,NA,"",47.319621,-110.884712,2011-08-29
"8217",13188,3,"6/20/92","BANK OF MONTANA BIG SANDY","BIG SANDY","MT",21000,9,2,NA,2,2,NA,"",48.17641,-110.311201,1992-06-20
"8218",32871,3,"9/1/98","BIG SKY WESTERN BANK","BIG SKY","MT",34533,2,2,NA,2,2,NA,"",45.28465,-111.36829,1998-09-01
"8219",21143,3,"7/20/91","FIRST SECURITY BANK OF BIG TIMBER","BIG TIMBER","MT",13000,9,2,NA,2,2,NA,"",45.834206,-109.950025,1991-07-20
"8220",657758,2,"9/28/09","CITIZENS B&TC","BIG TIMBER","MT",97396,2,2,NA,2,2,NA,"",45.834206,-109.950025,2009-09-28
"8221",20382,3,"5/5/08","FLATHEAD BANK OF BIGFORK, MONTANA","BIGFORK","MT",233936,2,2,NA,2,2,NA,"",48.0737,-114.09009,2008-05-05
"8222",656,4,"9/24/90","SECURITY BANK, FSB","BILLINGS","MT",234645,8,3,NA,1.85106383,1.740740741,7705,"U",45.79132,-108.53184,1990-09-24
"8223",659855,2,"7/18/11","FIRST INTRST BK","BILLINGS","MT",7473004,1,1,NA,1,1.740740741,7705,"U",45.79132,-108.53184,2011-07-18
"8224",19666,3,"11/5/08","FIRST BOULDER VALLEY BANK","BOULDER","MT",31386,2,2,NA,2,2,NA,"",46.141948,-111.942989,2008-11-05
"8225",1520,3,"11/1/91","FIRST SECURITY BANK OF BOZEMAN","BOZEMAN","MT",159000,9,1,NA,1.444444444,1.428571429,9514,"C",45.683919,-111.057553,1991-11-01
"8226",1520,3,"9/1/17","FIRST SECURITY BANK","BOZEMAN","MT",1007039,7,1,NA,1,1.428571429,9514,"C",45.683919,-111.057553,2017-09-01
"8227",15833,3,"2/1/92","BANK OF BRIDGER","BRIDGER","MT",12000,9,2,NA,1.8,1.875,NA,"",45.335953,-108.920853,1992-02-01
"8228",10844,1,"12/12/07","BANK OF BRIDGER, N.A.","BRIDGER","MT",202846,2,2,NA,2,1.875,NA,"",45.335953,-108.920853,2007-12-12
"8229",10844,1,"6/25/12","BANK OF BRIDGER, NATIONAL ASSOCIATION","BRIDGER","MT",314475,2,2,NA,2,1.875,NA,"",45.335953,-108.920853,2012-06-25
"8230",564856,2,"12/1/15","1ST BK","BROADUS","MT",47972,2,2,NA,2,2,NA,"",45.25719,-105.256813,2015-12-01
"8231",21158,1,"12/12/96","BLACKFEET NATIONAL BANK","BROWNING","MT",16901,9,1,NA,1,1,10864,"C",48.555663,-113.019428,1996-12-12
"8232",15117,3,"2/1/91","BANK OF MONTANA BUTTE","BUTTE","MT",33000,9,2,NA,2,2,NA,"",45.997895,-112.598765,1991-02-01
"8233",666358,2,"4/17/06","FIRST CITIZENS BK OF BUTTE","BUTTE","MT",60673,2,2,NA,2,2,NA,"",45.997895,-112.598765,2006-04-17
"8234",667252,2,"2/10/15","STOCKMENS BK","CASCADE","MT",34442,2,2,NA,2,2,NA,"",47.276562,-111.730457,2015-02-10
"8235",16626,3,"5/9/92","BANK OF MONTANA CHESTER","CHESTER","MT",1000,9,2,NA,2,2,NA,"",48.510659,-110.967372,1992-05-09
"8236",1981,3,"6/7/92","BANK OF MONTANA CHINOOK","CHINOOK","MT",21000,9,2,NA,2,2,NA,"",48.487741,-109.261678,1992-06-07
"8237",13837,1,"11/12/02","WESTERN BANK OF CHINOOK, N.A.","CHINOOK","MT",30257,2,2,NA,2,2,NA,"",48.487741,-109.261678,2002-11-12
"8238",637750,2,"2/22/10","CITIZENS ST BK OF CHOTEAU","CHOTEAU","MT",77602,2,2,NA,2,2,NA,"",47.824102,-112.266872,2010-02-22
"8239",22019,3,"1/9/91","FIRST INTERSTATE BANK OF COLSTRIP","COLSTRIP","MT",11000,9,3,NA,3,3,NA,"",45.934423,-106.636783,1991-01-09
"8240",21259,1,"3/12/93","FIRST CITIZENS BANK, N.A.","COLUMBIA FALLS","MT",23843,9,2,NA,2,1.8,19045,"C",48.372812,-114.194299,1993-03-12
"8241",58010,3,"4/1/19","FREEDOM BANK","COLUMBIA FALLS","MT",82286,2,1,NA,1,1.8,19045,"C",48.372812,-114.194299,2019-04-01
"8242",638252,2,"2/12/96","YELLOWSTONE BK","COLUMBUS","MT",37993,2,2,NA,2,2,NA,"",45.657453,-109.206617,1996-02-12
"8243",19471,3,"1/27/91","BANK OF MONTANA CONRAD","CONRAD","MT",13000,9,2,NA,2,2,19720,"C",48.172815,-111.946746,1991-01-27
"8244",349,3,"4/7/91","FARMERS STATE BANK OF CONRAD","CONRAD","MT",76000,9,2,NA,2,2,19720,"C",48.172815,-111.946746,1991-04-07
"8245",20657,3,"7/1/91","FIRST SECURITY BANK OF DEER LODGE","DEER LODGE","MT",16000,9,2,NA,1.866666667,1.708333333,22825,"C",46.397947,-112.732299,1991-07-01
"8246",3583,4,"11/30/10","PIONEER FS & LA","DEER LODGE","MT",88803,2,1,NA,1,1.708333333,22825,"C",46.397947,-112.732299,2010-11-30
"8247",595953,2,"12/6/10","FARMERS ST BK OF DENTON","DENTON","MT",18012,2,2,NA,2,1.75,NA,"",47.31803,-109.9552,2010-12-06
"8248",357,3,"2/1/10","STATE BANK & TRUST CO.","DILLON","MT",92223,2,2,NA,2,1.857142857,24175,"C",45.227452,-112.630945,2010-02-01
"8249",18292,3,"7/1/14","DUTTON STATE BANK","DUTTON","MT",30824,2,2,NA,2,2,NA,"",47.842372,-111.795709,2014-07-01
"8250",11382,1,"1/27/03","FIRST NATIONAL BANK OF EKALAKA","EKALAKA","MT",20024,2,2,NA,2,2,NA,"",45.897576,-104.640001,2003-01-27
"8251",11382,1,"9/18/07","THE FIRST NATIONAL BANK OF EKALAKA","EKALAKA","MT",26355,2,2,NA,2,2,NA,"",45.897576,-104.640001,2007-09-18
"8252",19544,3,"8/1/13","FIRST MADISON VALLEY BANK","ENNIS","MT",128692,2,2,NA,2,2,NA,"",45.289586,-111.665136,2013-08-01
"8253",15397,1,"9/9/96","FIRST NATIONAL BANK OF EUREKA","EUREKA","MT",25435,9,2,NA,1.5,1.333333333,NA,"",48.87635,-115.05378,1996-09-09
"8254",637750,2,"5/19/14","TETON BKS","FAIRFIELD","MT",194277,2,2,NA,2,2,NA,"",47.61386,-112.207191,2014-05-19
"8255",15864,3,"4/1/92","FAIRVIEW BANK","FAIRVIEW","MT",1000,9,2,NA,2,1.8,NA,"",47.853542,-104.061953,1992-04-01
"8256",11307,1,"4/22/94","FIRST NATIONAL BANK OF FAIRFIELD","FARIFIELD","MT",35917,9,2,NA,2,2,NA,"",47.61386,-112.207191,1994-04-22
"8257",11307,1,"10/10/07","THE FIRST NATIONAL BANK OF FAIRFIELD","FARIFIELD","MT",92116,2,2,NA,2,2,NA,"",47.61386,-112.207191,2007-10-10
"8258",8317,3,"8/1/13","FIRST STATE BANK OF FORSYTH","FORSYTH","MT",122208,2,2,NA,2,2,NA,"",46.174223,-106.6303,2013-08-01
"8259",34970,3,"8/1/00","HERITAGE STATE BANK","FORT BENTON","MT",19125,2,2,NA,1.5,1.714285714,NA,"",47.83441,-110.65827,2000-08-01
"8260",1975,3,"10/1/96","FIRST STATE BANK OF FORT BENTON","FORT BENTON","MT",62389,2,1,NA,1.5,1.714285714,NA,"",47.83441,-110.65827,1996-10-01
"8261",599054,2,"12/10/96","FIRST ST BK OF FROID","FROID","MT",12364,2,2,NA,2,2,NA,"",48.335745,-104.492637,1996-12-10
"8262",1441600,2,"6/10/02","BIG SKY WESTERN BK","GALLATIN GATEWAY","MT",166218,2,2,NA,2,2,NA,"",45.338987,-111.24848,2002-06-10
"8263",347,3,"12/23/90","BANK OF MONTANA GLASGOW","GLASGOW","MT",34000,9,2,NA,2,2,33463,"C",48.209553,-106.621733,1990-12-23
"8264",642857,2,"2/1/10","FIRST CMNTY BK","GLASGOW","MT",216469,2,2,NA,2,2,33463,"C",48.209553,-106.621733,2010-02-01
"8265",22974,3,"7/1/91","FIRST FIDELITY BANK","GLENDIVE","MT",24000,9,2,NA,2,2,33517,"C",47.123455,-104.700056,1991-07-01
"8266",2177,3,"1/1/93","FIRSTWEST BANK","GLENDIVE","MT",92000,9,2,NA,2,2,33517,"C",47.123455,-104.700056,1993-01-01
"8267",678,4,"8/6/90","UNITED SAVINGS BANK, FA","GREAT FALLS","MT",91678,8,1,NA,1.166666667,1.571428571,34759,"U",47.501365,-111.284285,1990-08-06
"8268",8137,4,"6/28/99","HERITAGE BANK, F.S.B.","GREAT FALLS","MT",210968,2,1,NA,1,1.571428571,34759,"U",47.501365,-111.284285,1999-06-28
"8269",34970,3,"9/1/05","HERITAGEBANK","GREAT FALLS","MT",347963,1,2,NA,2,1.571428571,34759,"U",47.501365,-111.284285,2005-09-01
"8270",774,4,"10/23/90","FIRST FS & LA OF MONTANA","HAMILTON","MT",55259,8,2,NA,2,1.785714286,36406,"C",46.240195,-114.155467,1990-10-23
"8271",604556,2,"8/24/09","RAVALLI COUNTY BK","HAMILTON","MT",197081,2,1,NA,1,1.785714286,36406,"C",46.240195,-114.155467,2009-08-24
"8272",16227,3,"3/18/90","FIRST INTERSTATE BANK OF HARDIN","HARDIN","MT",55000,9,2,NA,2,2,36811,"C",45.733109,-107.613606,1990-03-18
"8273",11821,3,"11/5/08","LITTLE HORN STATE BANK","HARDIN","MT",71300,2,2,NA,2,2,36811,"C",45.733109,-107.613606,2008-11-05
"8274",345,3,"11/1/92","SECURITY STATE BANK, HARLEM, MONTANA","HARLEM","MT",20000,9,2,NA,2,2,NA,"",48.655123,-108.818157,1992-11-01
"8275",13417,1,"12/14/94","CONTINENTAL NATIONAL BANK OF HARLOWTON","HARLOWTON","MT",27257,9,1,NA,1,1.75,NA,"",46.447745,-109.843492,1994-12-14
"8276",13417,1,"3/17/97","THE CONTINENTAL NATIONAL BANK OF HARLOWTON","HARLOWTON","MT",30505,9,2,NA,2,1.75,NA,"",46.447745,-109.843492,1997-03-17
"8277",15927,3,"12/23/90","BANK OF MONTANA HAVRE","HAVRE","MT",55000,9,2,NA,2,2,37702,"C",48.54461,-109.680469,1990-12-23
"8278",20989,3,"2/1/14","INDEPENDENCE BANK","HAVRE","MT",492379,7,2,NA,2,2,37702,"C",48.54461,-109.680469,2014-02-01
"8279",4902,4,"3/30/05","AMERICAN FEDERAL SAVINGS BANK","HELENA","MT",200074,2,1,NA,1,1.64516129,38161,"C",46.614109,-111.993456,2005-03-30
"8280",648055,2,"1/3/11","VALLEY BK OF HELENA","HELENA","MT",394250,7,1,NA,1,1.64516129,38161,"C",46.614109,-111.993456,2011-01-03
"8281",22141,1,"8/18/08","MOUNTAIN WEST BANK, N.A.","HELENA","MT",725731,7,2,NA,2,1.64516129,38161,"C",46.614109,-111.993456,2008-08-18
"8282",18164,3,"12/1/18","GARFIELD COUNTY BANK","JORDAN","MT",87964,2,1,NA,1,1.777777778,NA,"",47.325641,-106.943963,2018-12-01
"8283",1980,3,"6/9/90","VALLEY BANK OF KALISPELL","KALISPELL","MT",62000,9,2,NA,1.75,1.763157895,43777,"C",48.218111,-114.30094,1990-06-09
"8284",30788,3,"12/1/13","GLACIER BANK","KALISPELL","MT",7950767,1,2,NA,2,1.763157895,43777,"C",48.218111,-114.30094,2013-12-01
"8285",679152,2,"8/19/96","FIRST SECURITY BK OF LAUREL","LAUREL","MT",21574,2,2,NA,2,2,48070,"C",45.678374,-108.7618,1996-08-19
"8286",680457,2,"10/5/15","YELLOWSTONE BK","LAUREL","MT",661002,7,2,NA,2,2,48070,"C",45.678374,-108.7618,2015-10-05
"8287",22686,3,"12/30/90","BANK OF MONTANA LEWISTOWN","LEWISTOWN","MT",14000,9,2,NA,2,2,49366,"C",47.064948,-109.431628,1990-12-30
"8288",12608,1,"1/6/03","FIRST NATIONAL BANK OF LEWISTOWN","LEWISTOWN","MT",83097,2,2,NA,2,2,49366,"C",47.064948,-109.431628,2003-01-06
"8289",649650,2,"4/14/08","FIRST BK MT","LEWISTOWN","MT",149766,2,2,NA,2,2,49366,"C",47.064948,-109.431628,2008-04-14
"8290",15150,1,"7/28/94","FIRST NATIONAL BANK IN LIBBY","LIBBY","MT",63164,9,2,NA,2,1.4,49609,"C",48.393944,-115.562191,1994-07-28
"8291",15150,1,"2/20/03","FIRST NATIONAL BANK OF MONTANA, INC.","LIBBY","MT",168013,2,1,NA,1,1.4,49609,"C",48.393944,-115.562191,2003-02-20
"8292",613156,2,"11/1/10","FIRST MT BK","LIBBY","MT",303522,7,1,NA,1,1.4,49609,"C",48.393944,-115.562191,2010-11-01
"8293",19775,3,"5/1/15","FIRST BANK OF LINCOLN","LINCOLN","MT",16787,2,2,NA,2,2,NA,"",46.958253,-112.623833,2015-05-01
"8294",13384,1,"7/31/93","THE FIRST NATIONAL PARK BANK IN LIVINGSTON","LIVINGSTON","MT",54936,9,1,NA,1,1.857142857,50608,"C",45.658779,-110.565796,1993-07-31
"8295",756,4,"9/8/97","EMPIRE BANK","LIVINGSTON","MT",108552,2,2,NA,2,1.857142857,50608,"C",45.658779,-110.565796,1997-09-08
